TaskID,WorkflowStepIndex,MappedRequestID,RequiredModelType
task_Server2_train_1_553,0,req_882341,GPT-4
task_Server2_train_1_553,1,req_554951,GPT-4
task_Server2_train_1_553,2,req_274845,GPT-4
task_Server2_train_1_553,3,req_1184762,ChatGPT
task_Server2_train_1_553,4,req_702025,ChatGPT
task_Server2_train_1_554,0,req_981657,ChatGPT
task_Server2_train_1_554,1,req_1051710,GPT-4
task_Server2_train_1_554,2,req_482173,GPT-4
task_Server2_train_1_554,3,req_1232154,ChatGPT
task_Server2_train_1_554,4,req_883451,GPT-4v
task_Server2_train_1_555,0,req_1243916,GPT-4
task_Server2_train_1_555,1,req_1312541,GPT-4
task_Server2_train_1_555,2,req_619987,GPT-4
task_Server2_train_1_555,3,req_984589,ChatGPT
task_Server2_train_1_555,4,req_128122,GPT-4v
task_Server2_train_1_556,0,req_926560,ChatGPT
task_Server2_train_1_556,1,req_696174,GPT-4
task_Server2_train_1_556,2,req_1148720,GPT-4
task_Server2_train_1_556,3,req_380051,GPT-4
task_Server2_train_1_556,4,req_1111835,ChatGPT
task_Server2_train_1_557,0,req_366920,GPT-4
task_Server2_train_1_557,1,req_263322,ChatGPT
task_Server2_train_1_557,2,req_1370320,ChatGPT
task_Server2_train_1_557,3,req_597700,ChatGPT
task_Server2_train_1_557,4,req_1298986,ChatGPT
task_Server2_train_1_558,0,req_551701,GPT-4
task_Server2_train_1_558,1,req_1221971,GPT-4
task_Server2_train_1_558,2,req_684958,GPT-4
task_Server2_train_1_558,3,req_1189257,GPT-4v
task_Server2_train_1_558,4,req_979882,GPT-4v
task_Server2_train_1_559,0,req_1209942,GPT-4
task_Server2_train_1_559,1,req_674656,GPT-4v
task_Server2_train_1_559,2,req_193937,GPT-4v
task_Server2_train_1_559,3,req_1037543,ChatGPT
task_Server2_train_1_559,4,req_967086,GPT-4v
task_Server2_train_1_560,0,req_1423377,ChatGPT
task_Server2_train_1_560,1,req_252131,ChatGPT
task_Server2_train_1_560,2,req_426331,GPT-4v
task_Server2_train_1_560,3,req_396051,ChatGPT
task_Server2_train_1_560,4,req_561340,GPT-4v
task_Server2_train_1_561,0,req_1345477,GPT-4
task_Server2_train_1_561,1,req_507299,GPT-4
task_Server2_train_1_561,2,req_1386749,GPT-4v
task_Server2_train_1_561,3,req_1127310,ChatGPT
task_Server2_train_1_561,4,req_337319,ChatGPT
task_Server2_train_1_562,0,req_1076171,ChatGPT
task_Server2_train_1_562,1,req_417956,ChatGPT
task_Server2_train_1_562,2,req_756931,ChatGPT
task_Server2_train_1_562,3,req_1371905,ChatGPT
task_Server2_train_1_562,4,req_452968,ChatGPT
task_Server2_train_1_563,0,req_683091,GPT-4
task_Server2_train_1_563,1,req_773793,GPT-4v
task_Server2_train_1_563,2,req_795109,ChatGPT
task_Server2_train_1_563,3,req_148400,GPT-4v
task_Server2_train_1_563,4,req_1251784,GPT-4v
task_Server2_train_1_564,0,req_367317,ChatGPT
task_Server2_train_1_564,1,req_546136,GPT-4
task_Server2_train_1_564,2,req_838631,GPT-4
task_Server2_train_1_564,3,req_458848,GPT-4
task_Server2_train_1_564,4,req_1051248,ChatGPT
task_Server2_train_1_565,0,req_372497,ChatGPT
task_Server2_train_1_565,1,req_251002,GPT-4v
task_Server2_train_1_565,2,req_115046,ChatGPT
task_Server2_train_1_565,3,req_1392504,ChatGPT
task_Server2_train_1_565,4,req_178710,GPT-4v
task_Server2_train_1_566,0,req_149090,GPT-4
task_Server2_train_1_566,1,req_692059,GPT-4
task_Server2_train_1_566,2,req_417675,GPT-4
task_Server2_train_1_566,3,req_556579,ChatGPT
task_Server2_train_1_566,4,req_862988,ChatGPT
task_Server2_train_1_567,0,req_1023554,GPT-4
task_Server2_train_1_567,1,req_876400,ChatGPT
task_Server2_train_1_567,2,req_965585,ChatGPT
task_Server2_train_1_567,3,req_1277349,GPT-4v
task_Server2_train_1_567,4,req_1362761,GPT-4v
task_Server2_train_1_568,0,req_992267,ChatGPT
task_Server2_train_1_568,1,req_80366,ChatGPT
task_Server2_train_1_568,2,req_784960,GPT-4
task_Server2_train_1_568,3,req_1300052,GPT-4
task_Server2_train_1_568,4,req_921545,GPT-4v
task_Server2_train_1_569,0,req_509221,GPT-4
task_Server2_train_1_569,1,req_365616,ChatGPT
task_Server2_train_1_569,2,req_891895,ChatGPT
task_Server2_train_1_569,3,req_918975,ChatGPT
task_Server2_train_1_569,4,req_518342,GPT-4v
task_Server2_train_1_570,0,req_764217,GPT-4
task_Server2_train_1_570,1,req_391831,ChatGPT
task_Server2_train_1_570,2,req_463066,ChatGPT
task_Server2_train_1_570,3,req_807830,GPT-4v
task_Server2_train_1_570,4,req_282278,GPT-4v
task_Server2_train_1_571,0,req_385084,ChatGPT
task_Server2_train_1_571,1,req_463646,GPT-4
task_Server2_train_1_571,2,req_1359937,ChatGPT
task_Server2_train_1_571,3,req_1220706,ChatGPT
task_Server2_train_1_571,4,req_128,GPT-4v
task_Server2_train_1_572,0,req_1224119,GPT-4
task_Server2_train_1_572,1,req_1348953,GPT-4
task_Server2_train_1_572,2,req_545643,GPT-4
task_Server2_train_1_572,3,req_1281467,ChatGPT
task_Server2_train_1_572,4,req_60062,GPT-4v
task_Server2_train_1_573,0,req_1223452,GPT-4
task_Server2_train_1_573,1,req_63466,ChatGPT
task_Server2_train_1_573,2,req_413723,ChatGPT
task_Server2_train_1_573,3,req_562350,GPT-4v
task_Server2_train_1_573,4,req_958332,ChatGPT
task_Server2_train_1_574,0,req_1063185,GPT-4
task_Server2_train_1_574,1,req_1095450,GPT-4
task_Server2_train_1_574,2,req_877617,GPT-4
task_Server2_train_1_574,3,req_1224828,GPT-4v
task_Server2_train_1_574,4,req_1003275,GPT-4v
task_Server2_train_1_575,0,req_385637,GPT-4
task_Server2_train_1_575,1,req_838036,GPT-4
task_Server2_train_1_575,2,req_373790,GPT-4
task_Server2_train_1_575,3,req_1327146,ChatGPT
task_Server2_train_1_575,4,req_1294829,GPT-4v
task_Server2_train_1_576,0,req_732344,GPT-4
task_Server2_train_1_576,1,req_1200758,GPT-4
task_Server2_train_1_576,2,req_934123,ChatGPT
task_Server2_train_1_576,3,req_922888,ChatGPT
task_Server2_train_1_576,4,req_348040,GPT-4v
task_Server2_train_1_577,0,req_780633,ChatGPT
task_Server2_train_1_577,1,req_1288269,GPT-4v
task_Server2_train_1_577,2,req_973520,GPT-4v
task_Server2_train_1_577,3,req_323152,ChatGPT
task_Server2_train_1_577,4,req_221020,ChatGPT
task_Server2_train_1_578,0,req_812170,ChatGPT
task_Server2_train_1_578,1,req_1025899,ChatGPT
task_Server2_train_1_578,2,req_21746,GPT-4
task_Server2_train_1_578,3,req_586889,ChatGPT
task_Server2_train_1_578,4,req_258695,GPT-4v
task_Server2_train_1_579,0,req_717723,GPT-4
task_Server2_train_1_579,1,req_1259460,GPT-4
task_Server2_train_1_579,2,req_869303,ChatGPT
task_Server2_train_1_579,3,req_394319,GPT-4v
task_Server2_train_1_579,4,req_913532,ChatGPT
task_Server2_train_1_580,0,req_754759,GPT-4
task_Server2_train_1_580,1,req_798677,ChatGPT
task_Server2_train_1_580,2,req_603783,GPT-4
task_Server2_train_1_580,3,req_1422942,ChatGPT
task_Server2_train_1_580,4,req_1378877,ChatGPT
task_Server2_train_1_581,0,req_1305962,GPT-4
task_Server2_train_1_581,1,req_308364,ChatGPT
task_Server2_train_1_581,2,req_1319891,GPT-4
task_Server2_train_1_581,3,req_638910,GPT-4v
task_Server2_train_1_581,4,req_102891,ChatGPT
task_Server2_train_1_582,0,req_1188980,ChatGPT
task_Server2_train_1_582,1,req_843775,GPT-4
task_Server2_train_1_582,2,req_1350137,ChatGPT
task_Server2_train_1_582,3,req_999835,GPT-4v
task_Server2_train_1_582,4,req_982671,GPT-4v
task_Server2_train_1_583,0,req_930069,ChatGPT
task_Server2_train_1_583,1,req_808255,GPT-4v
task_Server2_train_1_583,2,req_1163653,GPT-4v
task_Server2_train_1_583,3,req_478158,ChatGPT
task_Server2_train_1_583,4,req_847839,GPT-4v
task_Server2_train_1_584,0,req_1172152,GPT-4
task_Server2_train_1_584,1,req_481787,GPT-4
task_Server2_train_1_584,2,req_839873,GPT-4
task_Server2_train_1_584,3,req_927479,ChatGPT
task_Server2_train_1_584,4,req_944797,ChatGPT
task_Server2_train_1_585,0,req_1025728,GPT-4
task_Server2_train_1_585,1,req_189998,ChatGPT
task_Server2_train_1_585,2,req_1241475,ChatGPT
task_Server2_train_1_585,3,req_1368421,GPT-4v
task_Server2_train_1_585,4,req_8264,ChatGPT
task_Server2_train_1_586,0,req_1002507,ChatGPT
task_Server2_train_1_586,1,req_192530,ChatGPT
task_Server2_train_1_586,2,req_1119458,GPT-4v
task_Server2_train_1_586,3,req_1112508,ChatGPT
task_Server2_train_1_586,4,req_1352730,ChatGPT
task_Server2_train_1_587,0,req_1322421,GPT-4
task_Server2_train_1_587,1,req_716945,GPT-4
task_Server2_train_1_587,2,req_171988,ChatGPT
task_Server2_train_1_587,3,req_554894,GPT-4v
task_Server2_train_1_587,4,req_581256,ChatGPT
task_Server2_train_1_588,0,req_661320,ChatGPT
task_Server2_train_1_588,1,req_772591,GPT-4
task_Server2_train_1_588,2,req_591960,GPT-4
task_Server2_train_1_588,3,req_236768,ChatGPT
task_Server2_train_1_588,4,req_579606,GPT-4v
task_Server2_train_1_589,0,req_375130,GPT-4
task_Server2_train_1_589,1,req_1139848,ChatGPT
task_Server2_train_1_589,2,req_752627,GPT-4v
task_Server2_train_1_589,3,req_1404101,GPT-4v
task_Server2_train_1_589,4,req_270222,GPT-4v
task_Server2_train_1_590,0,req_1145877,GPT-4
task_Server2_train_1_590,1,req_1216891,GPT-4
task_Server2_train_1_590,2,req_161610,ChatGPT
task_Server2_train_1_590,3,req_997203,ChatGPT
task_Server2_train_1_590,4,req_980519,ChatGPT
task_Server2_train_1_591,0,req_264371,ChatGPT
task_Server2_train_1_591,1,req_717752,GPT-4
task_Server2_train_1_591,2,req_855414,ChatGPT
task_Server2_train_1_591,3,req_1077725,GPT-4v
task_Server2_train_1_591,4,req_1390051,GPT-4v
task_Server2_train_1_592,0,req_98354,ChatGPT
task_Server2_train_1_592,1,req_1365645,GPT-4v
task_Server2_train_1_592,2,req_360572,GPT-4v
task_Server2_train_1_592,3,req_188937,ChatGPT
task_Server2_train_1_592,4,req_602276,ChatGPT
task_Server2_train_1_593,0,req_694452,GPT-4
task_Server2_train_1_593,1,req_646043,ChatGPT
task_Server2_train_1_593,2,req_355971,GPT-4v
task_Server2_train_1_593,3,req_1069966,ChatGPT
task_Server2_train_1_593,4,req_1338369,ChatGPT
task_Server2_train_1_594,0,req_26794,GPT-4
task_Server2_train_1_594,1,req_1400073,ChatGPT
task_Server2_train_1_594,2,req_702331,ChatGPT
task_Server2_train_1_594,3,req_90644,GPT-4v
task_Server2_train_1_594,4,req_763153,GPT-4v
task_Server2_train_1_595,0,req_728622,ChatGPT
task_Server2_train_1_595,1,req_581257,GPT-4v
task_Server2_train_1_595,2,req_1107196,GPT-4v
task_Server2_train_1_595,3,req_171423,GPT-4v
task_Server2_train_1_595,4,req_614249,ChatGPT
task_Server2_train_1_596,0,req_335324,ChatGPT
task_Server2_train_1_596,1,req_486598,ChatGPT
task_Server2_train_1_596,2,req_1237374,ChatGPT
task_Server2_train_1_596,3,req_1070644,GPT-4
task_Server2_train_1_596,4,req_321906,ChatGPT
task_Server2_train_1_597,0,req_1208003,GPT-4
task_Server2_train_1_597,1,req_1304936,GPT-4
task_Server2_train_1_597,2,req_645251,ChatGPT
task_Server2_train_1_597,3,req_1247997,ChatGPT
task_Server2_train_1_597,4,req_155757,GPT-4v
task_Server2_train_1_598,0,req_756439,GPT-4
task_Server2_train_1_598,1,req_971253,GPT-4v
task_Server2_train_1_598,2,req_514892,GPT-4v
task_Server2_train_1_598,3,req_276568,ChatGPT
task_Server2_train_1_598,4,req_608093,ChatGPT
task_Server2_train_1_599,0,req_232401,ChatGPT
task_Server2_train_1_599,1,req_762161,GPT-4
task_Server2_train_1_599,2,req_1198459,GPT-4
task_Server2_train_1_599,3,req_1260650,ChatGPT
task_Server2_train_1_599,4,req_1076869,ChatGPT
task_Server2_train_1_600,0,req_374334,GPT-4
task_Server2_train_1_600,1,req_255112,ChatGPT
task_Server2_train_1_600,2,req_1318180,GPT-4
task_Server2_train_1_600,3,req_428332,GPT-4v
task_Server2_train_1_600,4,req_1151857,ChatGPT
task_Server2_train_1_601,0,req_962436,ChatGPT
task_Server2_train_1_601,1,req_1185676,ChatGPT
task_Server2_train_1_601,2,req_148015,ChatGPT
task_Server2_train_1_601,3,req_393732,GPT-4v
task_Server2_train_1_601,4,req_457055,GPT-4v
task_Server2_train_1_602,0,req_1292600,ChatGPT
task_Server2_train_1_602,1,req_814648,GPT-4v
task_Server2_train_1_602,2,req_569525,ChatGPT
task_Server2_train_1_602,3,req_136470,GPT-4v
task_Server2_train_1_602,4,req_848249,ChatGPT
task_Server2_train_1_603,0,req_396777,GPT-4
task_Server2_train_1_603,1,req_385353,GPT-4
task_Server2_train_1_603,2,req_95766,ChatGPT
task_Server2_train_1_603,3,req_1048494,ChatGPT
task_Server2_train_1_603,4,req_253846,GPT-4v
task_Server2_train_1_604,0,req_56272,ChatGPT
task_Server2_train_1_604,1,req_1095313,GPT-4
task_Server2_train_1_604,2,req_611429,ChatGPT
task_Server2_train_1_604,3,req_751744,GPT-4v
task_Server2_train_1_604,4,req_56786,ChatGPT
task_Server2_train_1_605,0,req_230306,ChatGPT
task_Server2_train_1_605,1,req_692388,GPT-4
task_Server2_train_1_605,2,req_362009,GPT-4
task_Server2_train_1_605,3,req_1332563,GPT-4v
task_Server2_train_1_605,4,req_814149,ChatGPT
task_Server2_train_1_606,0,req_271683,GPT-4
task_Server2_train_1_606,1,req_1092473,ChatGPT
task_Server2_train_1_606,2,req_768749,GPT-4v
task_Server2_train_1_606,3,req_467888,ChatGPT
task_Server2_train_1_606,4,req_1416333,GPT-4v
task_Server2_train_1_607,0,req_862525,GPT-4
task_Server2_train_1_607,1,req_1044546,GPT-4
task_Server2_train_1_607,2,req_538485,GPT-4
task_Server2_train_1_607,3,req_330570,ChatGPT
task_Server2_train_1_607,4,req_534848,GPT-4v
task_Server2_train_1_608,0,req_760896,GPT-4
task_Server2_train_1_608,1,req_1241294,ChatGPT
task_Server2_train_1_608,2,req_1197036,GPT-4
task_Server2_train_1_608,3,req_1111631,GPT-4v
task_Server2_train_1_608,4,req_255552,ChatGPT
task_Server2_train_1_609,0,req_1376824,ChatGPT
task_Server2_train_1_609,1,req_822134,ChatGPT
task_Server2_train_1_609,2,req_1087847,GPT-4v
task_Server2_train_1_609,3,req_1254031,GPT-4v
task_Server2_train_1_609,4,req_121599,ChatGPT
task_Server2_train_1_610,0,req_542902,GPT-4
task_Server2_train_1_610,1,req_302887,ChatGPT
task_Server2_train_1_610,2,req_341408,ChatGPT
task_Server2_train_1_610,3,req_1062811,GPT-4
task_Server2_train_1_610,4,req_1112150,ChatGPT
task_Server2_train_1_611,0,req_1214506,GPT-4
task_Server2_train_1_611,1,req_1151322,ChatGPT
task_Server2_train_1_611,2,req_699547,ChatGPT
task_Server2_train_1_611,3,req_363485,GPT-4v
task_Server2_train_1_611,4,req_777928,GPT-4v
task_Server2_train_1_612,0,req_685785,GPT-4
task_Server2_train_1_612,1,req_39628,GPT-4v
task_Server2_train_1_612,2,req_809548,GPT-4v
task_Server2_train_1_612,3,req_487071,ChatGPT
task_Server2_train_1_612,4,req_825413,ChatGPT
task_Server2_train_1_613,0,req_598147,ChatGPT
task_Server2_train_1_613,1,req_309335,ChatGPT
task_Server2_train_1_613,2,req_451794,ChatGPT
task_Server2_train_1_613,3,req_91058,GPT-4v
task_Server2_train_1_613,4,req_1059930,GPT-4v
task_Server2_train_1_614,0,req_868410,GPT-4
task_Server2_train_1_614,1,req_705655,GPT-4
task_Server2_train_1_614,2,req_328433,ChatGPT
task_Server2_train_1_614,3,req_522689,ChatGPT
task_Server2_train_1_614,4,req_384506,GPT-4v
task_Server2_train_1_615,0,req_95141,ChatGPT
task_Server2_train_1_615,1,req_1081359,GPT-4
task_Server2_train_1_615,2,req_897249,ChatGPT
task_Server2_train_1_615,3,req_1168353,ChatGPT
task_Server2_train_1_615,4,req_1193881,GPT-4v
task_Server2_train_1_616,0,req_621956,GPT-4
task_Server2_train_1_616,1,req_245339,ChatGPT
task_Server2_train_1_616,2,req_1036374,ChatGPT
task_Server2_train_1_616,3,req_374020,GPT-4
task_Server2_train_1_616,4,req_1142482,GPT-4v
task_Server2_train_1_617,0,req_1420071,ChatGPT
task_Server2_train_1_617,1,req_807815,ChatGPT
task_Server2_train_1_617,2,req_167985,ChatGPT
task_Server2_train_1_617,3,req_1056777,GPT-4v
task_Server2_train_1_617,4,req_281014,GPT-4v
task_Server2_train_1_618,0,req_1319341,GPT-4
task_Server2_train_1_618,1,req_307959,ChatGPT
task_Server2_train_1_618,2,req_1322339,ChatGPT
task_Server2_train_1_618,3,req_332355,ChatGPT
task_Server2_train_1_618,4,req_1093066,ChatGPT
task_Server2_train_1_619,0,req_285688,ChatGPT
task_Server2_train_1_619,1,req_1281790,GPT-4
task_Server2_train_1_619,2,req_1219077,GPT-4
task_Server2_train_1_619,3,req_1217029,GPT-4
task_Server2_train_1_619,4,req_336535,GPT-4v
task_Server2_train_1_620,0,req_1196132,GPT-4
task_Server2_train_1_620,1,req_1058950,GPT-4
task_Server2_train_1_620,2,req_757052,ChatGPT
task_Server2_train_1_620,3,req_546515,GPT-4
task_Server2_train_1_620,4,req_58596,GPT-4v
task_Server2_train_1_621,0,req_1059927,GPT-4
task_Server2_train_1_621,1,req_552454,ChatGPT
task_Server2_train_1_621,2,req_379765,ChatGPT
task_Server2_train_1_621,3,req_1078161,ChatGPT
task_Server2_train_1_621,4,req_138072,ChatGPT
task_Server2_train_1_622,0,req_1223385,GPT-4
task_Server2_train_1_622,1,req_1197182,GPT-4
task_Server2_train_1_622,2,req_80257,GPT-4v
task_Server2_train_1_622,3,req_1218346,GPT-4v
task_Server2_train_1_622,4,req_1236985,GPT-4v
task_Server2_train_1_623,0,req_763600,GPT-4
task_Server2_train_1_623,1,req_514306,ChatGPT
task_Server2_train_1_623,2,req_169259,ChatGPT
task_Server2_train_1_623,3,req_907139,GPT-4v
task_Server2_train_1_623,4,req_1165391,ChatGPT
task_Server2_train_1_624,0,req_1270328,GPT-4
task_Server2_train_1_624,1,req_684004,GPT-4
task_Server2_train_1_624,2,req_1020829,GPT-4
task_Server2_train_1_624,3,req_981596,ChatGPT
task_Server2_train_1_624,4,req_1310070,ChatGPT
task_Server2_train_1_625,0,req_417940,ChatGPT
task_Server2_train_1_625,1,req_743385,ChatGPT
task_Server2_train_1_625,2,req_213661,ChatGPT
task_Server2_train_1_625,3,req_1126095,ChatGPT
task_Server2_train_1_625,4,req_53081,GPT-4v
task_Server2_train_1_626,0,req_1236927,GPT-4
task_Server2_train_1_626,1,req_1243790,GPT-4
task_Server2_train_1_626,2,req_634610,GPT-4
task_Server2_train_1_626,3,req_909811,GPT-4
task_Server2_train_1_626,4,req_1248113,GPT-4v
task_Server2_train_1_627,0,req_428485,ChatGPT
task_Server2_train_1_627,1,req_659628,ChatGPT
task_Server2_train_1_627,2,req_243909,ChatGPT
task_Server2_train_1_627,3,req_805704,GPT-4v
task_Server2_train_1_627,4,req_853816,ChatGPT
task_Server2_train_1_628,0,req_542043,GPT-4
task_Server2_train_1_628,1,req_1090272,GPT-4
task_Server2_train_1_628,2,req_1279087,GPT-4
task_Server2_train_1_628,3,req_617994,GPT-4
task_Server2_train_1_628,4,req_884789,ChatGPT
task_Server2_train_1_629,0,req_1342649,GPT-4
task_Server2_train_1_629,1,req_689722,GPT-4
task_Server2_train_1_629,2,req_1418037,GPT-4v
task_Server2_train_1_629,3,req_404804,ChatGPT
task_Server2_train_1_629,4,req_1392527,ChatGPT
task_Server2_train_1_630,0,req_377937,GPT-4
task_Server2_train_1_630,1,req_697260,GPT-4
task_Server2_train_1_630,2,req_355751,GPT-4
task_Server2_train_1_630,3,req_1073210,ChatGPT
task_Server2_train_1_630,4,req_1014129,ChatGPT
task_Server2_train_1_631,0,req_692897,GPT-4
task_Server2_train_1_631,1,req_886204,GPT-4
task_Server2_train_1_631,2,req_708381,ChatGPT
task_Server2_train_1_631,3,req_988606,ChatGPT
task_Server2_train_1_631,4,req_234903,ChatGPT
task_Server2_train_1_632,0,req_1149167,GPT-4
task_Server2_train_1_632,1,req_593663,ChatGPT
task_Server2_train_1_632,2,req_1302151,GPT-4
task_Server2_train_1_632,3,req_577515,ChatGPT
task_Server2_train_1_632,4,req_940966,ChatGPT
task_Server2_train_1_633,0,req_840051,GPT-4
task_Server2_train_1_633,1,req_880527,GPT-4
task_Server2_train_1_633,2,req_437913,GPT-4v
task_Server2_train_1_633,3,req_1011638,ChatGPT
task_Server2_train_1_633,4,req_959894,GPT-4v
task_Server2_train_1_634,0,req_195842,ChatGPT
task_Server2_train_1_634,1,req_103193,ChatGPT
task_Server2_train_1_634,2,req_717341,GPT-4
task_Server2_train_1_634,3,req_1192080,GPT-4v
task_Server2_train_1_634,4,req_1355555,GPT-4v
task_Server2_train_1_635,0,req_1136988,ChatGPT
task_Server2_train_1_635,1,req_637535,ChatGPT
task_Server2_train_1_635,2,req_1283714,GPT-4
task_Server2_train_1_635,3,req_172108,ChatGPT
task_Server2_train_1_635,4,req_454867,ChatGPT
task_Server2_train_1_636,0,req_1325579,ChatGPT
task_Server2_train_1_636,1,req_1174121,GPT-4
task_Server2_train_1_636,2,req_321360,ChatGPT
task_Server2_train_1_636,3,req_1039267,ChatGPT
task_Server2_train_1_636,4,req_226603,ChatGPT
task_Server2_train_1_637,0,req_498878,ChatGPT
task_Server2_train_1_637,1,req_1096563,GPT-4
task_Server2_train_1_637,2,req_1328074,GPT-4v
task_Server2_train_1_637,3,req_976319,GPT-4v
task_Server2_train_1_637,4,req_1330965,GPT-4v
task_Server2_train_1_638,0,req_372679,ChatGPT
task_Server2_train_1_638,1,req_267455,GPT-4
task_Server2_train_1_638,2,req_859985,GPT-4
task_Server2_train_1_638,3,req_1123920,ChatGPT
task_Server2_train_1_638,4,req_345591,GPT-4v
task_Server2_train_1_639,0,req_838201,GPT-4
task_Server2_train_1_639,1,req_1339339,GPT-4
task_Server2_train_1_639,2,req_913432,ChatGPT
task_Server2_train_1_639,3,req_665168,ChatGPT
task_Server2_train_1_639,4,req_948789,ChatGPT
task_Server2_train_1_640,0,req_717219,GPT-4
task_Server2_train_1_640,1,req_624361,GPT-4
task_Server2_train_1_640,2,req_1330544,ChatGPT
task_Server2_train_1_640,3,req_869796,GPT-4v
task_Server2_train_1_640,4,req_938822,GPT-4v
task_Server2_train_1_641,0,req_1251899,GPT-4
task_Server2_train_1_641,1,req_544298,GPT-4
task_Server2_train_1_641,2,req_778462,GPT-4
task_Server2_train_1_641,3,req_364989,GPT-4
task_Server2_train_1_641,4,req_1119697,GPT-4v
task_Server2_train_1_642,0,req_355355,GPT-4
task_Server2_train_1_642,1,req_739545,ChatGPT
task_Server2_train_1_642,2,req_1137419,GPT-4
task_Server2_train_1_642,3,req_305426,GPT-4v
task_Server2_train_1_642,4,req_250574,ChatGPT
task_Server2_train_1_643,0,req_376707,GPT-4
task_Server2_train_1_643,1,req_32289,ChatGPT
task_Server2_train_1_643,2,req_204472,GPT-4v
task_Server2_train_1_643,3,req_533936,GPT-4v
task_Server2_train_1_643,4,req_439274,ChatGPT
task_Server2_train_1_644,0,req_842320,GPT-4
task_Server2_train_1_644,1,req_1126945,GPT-4v
task_Server2_train_1_644,2,req_877789,GPT-4v
task_Server2_train_1_644,3,req_1412926,ChatGPT
task_Server2_train_1_644,4,req_616188,ChatGPT
task_Server2_train_1_645,0,req_1252405,ChatGPT
task_Server2_train_1_645,1,req_682259,GPT-4
task_Server2_train_1_645,2,req_525196,ChatGPT
task_Server2_train_1_645,3,req_34938,ChatGPT
task_Server2_train_1_645,4,req_749831,GPT-4v
task_Server2_train_1_646,0,req_1212916,GPT-4
task_Server2_train_1_646,1,req_165268,GPT-4v
task_Server2_train_1_646,2,req_473225,GPT-4v
task_Server2_train_1_646,3,req_644900,GPT-4v
task_Server2_train_1_646,4,req_881770,ChatGPT
task_Server2_train_1_647,0,req_392361,ChatGPT
task_Server2_train_1_647,1,req_314892,ChatGPT
task_Server2_train_1_647,2,req_313756,GPT-4v
task_Server2_train_1_647,3,req_289199,GPT-4v
task_Server2_train_1_647,4,req_1361018,ChatGPT
task_Server2_train_1_648,0,req_686446,ChatGPT
task_Server2_train_1_648,1,req_957921,ChatGPT
task_Server2_train_1_648,2,req_1147017,GPT-4
task_Server2_train_1_648,3,req_191980,ChatGPT
task_Server2_train_1_648,4,req_944820,ChatGPT
task_Server2_train_1_649,0,req_657822,ChatGPT
task_Server2_train_1_649,1,req_1187666,GPT-4v
task_Server2_train_1_649,2,req_90852,GPT-4v
task_Server2_train_1_649,3,req_1311158,ChatGPT
task_Server2_train_1_649,4,req_1130868,GPT-4v
task_Server2_train_1_650,0,req_688521,GPT-4
task_Server2_train_1_650,1,req_472900,GPT-4
task_Server2_train_1_650,2,req_1365739,ChatGPT
task_Server2_train_1_650,3,req_472057,GPT-4v
task_Server2_train_1_650,4,req_583400,GPT-4v
task_Server2_train_1_651,0,req_1025854,ChatGPT
task_Server2_train_1_651,1,req_760698,ChatGPT
task_Server2_train_1_651,2,req_916788,GPT-4v
task_Server2_train_1_651,3,req_993714,ChatGPT
task_Server2_train_1_651,4,req_180460,GPT-4v
task_Server2_train_1_652,0,req_274859,ChatGPT
task_Server2_train_1_652,1,req_326183,ChatGPT
task_Server2_train_1_652,2,req_114337,GPT-4v
task_Server2_train_1_652,3,req_433617,ChatGPT
task_Server2_train_1_652,4,req_182223,ChatGPT
task_Server2_train_1_653,0,req_1314352,GPT-4
task_Server2_train_1_653,1,req_840332,GPT-4
task_Server2_train_1_653,2,req_184479,ChatGPT
task_Server2_train_1_653,3,req_354487,ChatGPT
task_Server2_train_1_653,4,req_1171449,GPT-4v
task_Server2_train_1_654,0,req_633371,ChatGPT
task_Server2_train_1_654,1,req_1247136,GPT-4
task_Server2_train_1_654,2,req_947901,ChatGPT
task_Server2_train_1_654,3,req_388072,GPT-4v
task_Server2_train_1_654,4,req_1234684,ChatGPT
task_Server2_train_1_655,0,req_337355,ChatGPT
task_Server2_train_1_655,1,req_651114,ChatGPT
task_Server2_train_1_655,2,req_210294,GPT-4v
task_Server2_train_1_655,3,req_178600,GPT-4v
task_Server2_train_1_655,4,req_37188,GPT-4v
task_Server2_train_1_656,0,req_878162,ChatGPT
task_Server2_train_1_656,1,req_733068,GPT-4
task_Server2_train_1_656,2,req_633694,ChatGPT
task_Server2_train_1_656,3,req_135859,GPT-4v
task_Server2_train_1_656,4,req_282250,GPT-4v
task_Server2_train_1_657,0,req_1317533,GPT-4
task_Server2_train_1_657,1,req_1267606,GPT-4
task_Server2_train_1_657,2,req_1335703,ChatGPT
task_Server2_train_1_657,3,req_1067208,GPT-4v
task_Server2_train_1_657,4,req_126188,GPT-4v
task_Server2_train_1_658,0,req_892485,GPT-4
task_Server2_train_1_658,1,req_875515,GPT-4
task_Server2_train_1_658,2,req_292508,ChatGPT
task_Server2_train_1_658,3,req_932305,ChatGPT
task_Server2_train_1_658,4,req_38544,ChatGPT
task_Server2_train_1_659,0,req_757914,ChatGPT
task_Server2_train_1_659,1,req_407470,GPT-4
task_Server2_train_1_659,2,req_609563,ChatGPT
task_Server2_train_1_659,3,req_607766,GPT-4v
task_Server2_train_1_659,4,req_130617,ChatGPT
task_Server2_train_1_660,0,req_1052318,ChatGPT
